REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220630,165647106,197908327,14758758,834075,16425672,165647106,31171225,123576266,FIRST REPUBLIC BANK,197908327,59017,150790090,59017_20220630
