REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220930,165341000,210244000,18461000,1607000,15129000,178878000,119905000,12353000,SILICON VALLEY BANK,210244000,24735,71571000,24735_20220930
