REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220331,162059675,187120925,14584788,401310,16154424,162059675,30301952,114025517,FIRST REPUBLIC BANK,187120925,59017,140612236,59017_20220331
