REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220331,109175685,121847302,34282276,338534,8173161,109175685,26003206,30487659,SIGNATURE BANK,121847302,57053,66645438,57053_20220331
