REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220930,172382443,205108685,3764399,1279409,17119168,172382443,31617021,131920375,FIRST REPUBLIC BANK,205108685,59017,158007194,59017_20220930
