REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220930,102800494,114468746,36947819,1036203,7690524,102800494,25813033,34247724,SIGNATURE BANK,114468746,57053,73900091,57053_20220930
