REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220630,104140238,115966803,38229806,677736,8031806,104140238,26086229,31860641,SIGNATURE BANK,115966803,57053,72370611,57053_20220630
