REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220331,182802000,217804000,16682000,514000,14571000,200414000,124604000,11537000,SILICON VALLEY BANK,217804000,24735,68243000,24735_20220331
