REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20220630,174957000,211824000,17803000,1018000,15386000,190153000,121944000,12086000,SILICON VALLEY BANK,211824000,24735,70409000,24735_20220630
