REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20221231,161479000,209026000,19094000,2024000,15456000,175378000,117297000,12741000,SILICON VALLEY BANK,209026000,24735,73613000,24735_20221231
