REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20221231,88612911,110363650,35360256,1337049,8013101,88612911,26152793,35654365,SIGNATURE BANK,110363650,57053,74388993,57053_20221231
