REPDTE,DEPDOM,ASSET,LNCI,NETINC,EQ,DEP,SC,LNRE,NAMEFULL,LIABEQ,CERT,LNLSNET,ID
20230331,104473959,232944161,4532165,269102,17989836,104473959,34313041,142800644,FIRST REPUBLIC BANK,232944161,59017,172508687,59017_20230331
