contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,snapshot_date,expiry
KRE260930P00058000,2026-06-15 14:01:42+00:00,58.0,0.48,0.0,2.07,0.0,0.0,2.0,47,0.7661156201171876,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00059000,2026-06-29 13:32:53+00:00,59.0,0.36,0.0,1.27,0.0,0.0,1.0,4,0.6284216845703126,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00060000,2026-08-24 16:08:56+00:00,60.0,0.01,0.0,0.13,0.0,0.0,1.0,195,0.41211525390625,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00061000,2026-06-01 14:32:02+00:00,61.0,1.58,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00062000,2026-08-05 18:27:36+00:00,62.0,0.21,0.0,1.59,0.0,0.0,10.0,100,0.5625043750000001,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00063000,2026-07-09 17:38:37+00:00,63.0,0.51,0.0,1.35,0.0,0.0,2.0,18,0.500005,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00064000,2026-07-24 14:18:43+00:00,64.0,0.49,0.0,0.66,0.0,0.0,1.0,18,0.4624077197265626,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00065000,2026-08-24 18:55:43+00:00,65.0,0.19,0.0,0.66,0.0,0.0,3.0,216,0.4282283740234375,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00066000,2026-08-04 19:38:21+00:00,66.0,0.39,0.0,2.3,0.0,0.0,1.0,111,0.6630893066406252,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00067000,2026-08-21 16:15:45+00:00,67.0,0.33,0.0,1.42,0.0,0.0,2.0,210,0.4887746435546876,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00068000,2026-08-17 13:45:06+00:00,68.0,0.3,0.0,2.43,0.0,0.0,1.0,235,0.5908244042968751,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00069000,2026-08-27 13:53:49+00:00,69.0,0.53,0.0,2.54,0.0,0.0,2.0,60,0.5590864404296876,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00070000,2026-08-28 19:45:14+00:00,70.0,0.56,0.53,2.44,-0.050000012,-8.196723,2.0,245,0.499028447265625,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00071000,2026-08-24 16:42:55+00:00,71.0,0.9,0.64,2.85,0.0,0.0,10.0,477,0.5017139672851563,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00072000,2026-08-27 13:42:45+00:00,72.0,1.26,0.0,3.0,0.0,0.0,1.0,91,0.4687553125,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00073000,2026-08-27 19:00:06+00:00,73.0,1.56,0.0,1.61,0.0,0.0,2.0,64,0.252937158203125,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00074000,2026-08-28 15:13:44+00:00,74.0,1.77,1.37,2.41,-0.20000005,-10.152287,1.0,8,0.2919992675781249,False,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00075000,2026-08-27 19:04:44+00:00,75.0,2.44,0.2,4.3,0.0,0.0,8.0,126,0.44727115234375,True,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00080000,2026-08-27 19:05:00+00:00,80.0,6.4,4.15,8.25,0.0,0.0,2.0,98,0.5363815893554689,True,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00085000,2026-08-24 14:34:04+00:00,85.0,10.1,8.95,13.0,0.0,0.0,11.0,49,0.6660189648437502,True,REGULAR,USD,put,2026-08-30,2026-09-30
KRE260930P00090000,2026-08-20 15:39:36+00:00,90.0,15.6,14.35,17.95,0.0,0.0,8.0,32,0.7956563403320311,True,REGULAR,USD,put,2026-08-30,2026-09-30
