contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,snapshot_date,expiry
KRE261231P00050000,2026-08-20 13:42:13+00:00,50.0,0.23,0.0,0.88,0.0,0.0,2.0,29,0.5295457202148439,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00052000,2026-08-17 13:49:49+00:00,52.0,0.25,0.0,0.32,0.0,0.0,1.0,9,0.38233039550781245,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00053000,2026-08-25 13:30:01+00:00,53.0,0.35,0.0,1.34,0.0,0.0,1.0,2,0.5305222729492188,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00055000,2026-08-25 13:30:01+00:00,55.0,0.44,0.0,2.43,0.0,0.0,1.0,30,0.603763728027344,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00056000,2026-08-17 13:49:49+00:00,56.0,0.37,0.0,2.46,0.0,0.0,1.0,7,0.5822795678710937,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00057000,2026-07-16 18:49:21+00:00,57.0,0.66,0.0,0.86,0.0,0.0,1.0,55,0.38672488281249995,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00058000,2026-07-16 18:49:21+00:00,58.0,0.73,0.0,2.59,0.0,0.0,1.0,5,0.5461471166992189,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00059000,2026-08-04 14:50:18+00:00,59.0,0.66,0.0,2.6,0.0,0.0,1.0,5,0.5229539892578124,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00060000,2026-08-19 17:16:32+00:00,60.0,0.55,0.0,1.32,0.0,0.0,1.0,35,0.38086556640624997,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00062000,2026-07-07 13:48:01+00:00,62.0,1.2,0.0,2.88,0.0,0.0,22.0,46,0.47461462890625,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00063000,2026-08-28 14:57:31+00:00,63.0,0.8,0.0,2.5,-1.44,-64.28572,1.0,470,0.42090422851562503,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00064000,2026-08-19 13:52:35+00:00,64.0,0.9,0.01,3.05,0.0,0.0,1.0,280,0.43945873046875,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00065000,2026-08-03 16:41:05+00:00,65.0,1.63,0.0,3.2,0.0,0.0,25.0,28,0.4260311303710938,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00066000,2026-08-27 18:57:22+00:00,66.0,1.38,0.01,3.35,0.0,0.0,2.0,39,0.41211525390625,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00067000,2026-08-27 18:57:38+00:00,67.0,1.59,0.97,2.13,0.0,0.0,2.0,10,0.301764794921875,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00068000,2026-08-27 18:56:58+00:00,68.0,1.72,0.02,3.75,0.0,0.0,2.0,27,0.3888000573730469,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00069000,2026-08-19 13:52:35+00:00,69.0,1.69,0.19,4.0,0.0,0.0,1.0,14,0.3790345300292969,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00070000,2026-08-27 18:56:31+00:00,70.0,2.3,0.2,2.35,0.0,0.0,2.0,23,0.24768818725585937,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00071000,2026-08-12 19:26:20+00:00,71.0,2.15,0.65,4.6,0.0,0.0,10.0,15,0.3624331335449219,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00072000,2026-08-18 16:10:31+00:00,72.0,2.36,2.1,4.25,0.0,0.0,1.0,7,0.3133613586425781,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00073000,2026-08-27 18:55:40+00:00,73.0,3.35,1.4,5.4,0.0,0.0,2.0,11,0.3526676062011719,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00074000,2026-08-21 19:43:14+00:00,74.0,3.85,1.65,4.95,0.0,0.0,4.0,14,0.29614961669921874,False,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00075000,2026-08-24 14:02:04+00:00,75.0,3.98,3.55,6.3,0.0,0.0,1.0,49,0.3430241479492187,True,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00080000,2026-08-14 13:53:29+00:00,80.0,5.35,5.45,9.35,0.0,0.0,2.0,0,0.3397282824707031,True,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00085000,2026-02-03 20:00:33+00:00,85.0,15.97,20.0,25.0,0.0,0.0,,1,0.9084481811523437,True,REGULAR,USD,put,2026-08-30,2026-12-31
KRE261231P00090000,2026-07-21 18:29:12+00:00,90.0,14.78,13.65,17.55,0.0,0.0,4.0,8,0.37402969726562496,True,REGULAR,USD,put,2026-08-30,2026-12-31
