contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,snapshot_date,expiry
KRE260925C00078500,2026-08-24 19:11:00+00:00,78.5,0.79,0.0,2.53,0.0,0.0,2.0,4,0.5202684692382812,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00079000,2026-08-26 19:26:06+00:00,79.0,0.51,0.0,2.47,0.0,0.0,2.0,22,0.53320779296875,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00079500,2026-08-19 18:51:36+00:00,79.5,0.56,0.0,1.4,0.0,0.0,2.0,1,0.4057676611328125,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00080000,2026-08-27 13:59:17+00:00,80.0,0.27,0.0,0.82,0.0,0.0,3.0,11,0.33374689697265625,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00080500,2026-08-19 19:10:32+00:00,80.5,0.4,0.0,1.75,0.0,0.0,,10,0.4924367163085938,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00081000,2026-08-28 16:27:41+00:00,81.0,0.15,0.01,0.34,-0.13,-46.42857,1.0,27,0.2710033837890625,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00081500,2026-08-24 19:11:00+00:00,81.5,0.4,0.0,0.31,0.0,0.0,2.0,2,0.27686270019531245,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00082000,2026-08-27 14:15:03+00:00,82.0,0.16,0.0,0.29,0.0,0.0,1.0,3,0.2841868457031249,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00083000,2026-08-25 15:49:24+00:00,83.0,0.18,0.0,1.49,0.0,0.0,1.0,1,0.5383346948242189,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925C00085000,2026-08-18 19:09:12+00:00,85.0,0.25,0.0,2.21,0.0,0.0,1.0,1,0.5344284838867188,False,REGULAR,USD,call,2026-08-30,2026-09-25
KRE260925P00060000,2026-08-28 16:30:58+00:00,60.0,0.06,0.0,0.78,-0.06999999,-53.84615,4.0,169,0.567387138671875,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00065000,2026-08-28 13:49:31+00:00,65.0,0.18,0.0,0.28,-0.059999987,-24.999996,2.0,68,0.36377589355468753,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00066000,2026-08-24 14:53:05+00:00,66.0,0.21,0.0,1.49,0.0,0.0,6.0,6,0.58789474609375,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00067000,2026-08-07 19:13:16+00:00,67.0,0.33,0.01,0.38,0.0,0.0,5.0,5,0.327155166015625,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00069000,2026-08-28 15:36:51+00:00,69.0,0.31,0.11,2.17,-0.20999998,-40.384613,1.0,6,0.5554243676757813,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00070000,2026-08-17 17:38:16+00:00,70.0,0.38,0.01,1.28,0.0,0.0,1.0,2,0.3764710791015625,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00071000,2026-08-28 15:01:58+00:00,71.0,0.63,0.21,1.09,-0.19999999,-24.096384,1.0,30,0.30274134765625,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00072000,2026-08-27 19:03:50+00:00,72.0,1.06,0.47,2.95,0.0,0.0,4.0,32,0.5039112109375,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00072500,2026-08-27 19:01:36+00:00,72.5,1.23,0.62,1.39,0.0,0.0,4.0,2,0.27295648925781246,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00073000,2026-08-27 18:27:05+00:00,73.0,1.4,0.92,1.59,0.0,0.0,9.0,13,0.2727123510742187,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00073500,2026-08-27 19:03:32+00:00,73.5,1.52,0.0,3.45,0.0,0.0,8.0,6,0.47876497802734375,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00074000,2026-08-27 19:02:57+00:00,74.0,1.76,0.15,3.65,0.0,0.0,2.0,64,0.47241738525390625,False,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00074500,2026-08-27 19:00:41+00:00,74.5,1.96,1.49,3.85,0.0,0.0,4.0,4,0.46484910156250003,True,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00075000,2026-08-27 14:17:55+00:00,75.0,2.74,1.12,4.1,0.0,0.0,1000.0,1042,0.46191944335937507,True,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00075500,2026-08-17 16:40:53+00:00,75.5,1.36,0.35,4.4,0.0,0.0,,2,0.46411668701171876,True,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00076000,2026-08-27 17:11:05+00:00,76.0,2.93,2.35,4.8,0.0,0.0,2.0,2575,0.477544287109375,True,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00077000,2026-08-28 15:30:48+00:00,77.0,3.45,1.5,5.0,-0.26999998,-7.2580643,2.0,15,0.424810439453125,True,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00077500,2026-08-27 17:10:28+00:00,77.5,4.05,3.2,6.0,0.0,0.0,9.0,22,0.5114794946289063,True,REGULAR,USD,put,2026-08-30,2026-09-25
KRE260925P00079500,2026-08-10 15:02:05+00:00,79.5,4.55,3.65,7.75,0.0,0.0,,48,0.5639692041015626,True,REGULAR,USD,put,2026-08-30,2026-09-25
