contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,snapshot_date,expiry
KRE260904C00077500,2026-08-28 18:09:02+00:00,77.5,0.08,0.0,1.0,-0.04,-33.333336,114.0,461,0.579105771484375,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00078000,2026-08-27 13:52:16+00:00,78.0,0.1,0.0,1.47,0.0,0.0,694.0,969,0.5351608984375,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00078500,2026-08-26 16:55:52+00:00,78.5,0.13,0.0,1.59,0.0,0.0,13.0,41,0.5922892333984376,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00079000,2026-08-28 15:05:10+00:00,79.0,0.06,0.0,1.3,-0.14,-70.0,1.0,143,0.57812921875,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00079500,2026-08-28 15:14:54+00:00,79.5,0.03,0.0,0.25,-0.120000005,-80.0,3.0,27,0.44336494140625,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00080000,2026-08-26 13:30:03+00:00,80.0,0.04,0.0,0.62,0.0,0.0,13.0,43,0.5029346582031251,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00080500,2026-08-26 17:25:43+00:00,80.5,0.07,0.0,2.14,0.0,0.0,1.0,27,0.8291032714843749,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00081000,2026-08-14 18:53:25+00:00,81.0,0.44,0.0,2.13,0.0,0.0,20.0,23,0.8623060644531251,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00081500,2026-08-25 13:32:00+00:00,81.5,0.1,0.0,0.93,0.0,0.0,2.0,16,0.6630893066406252,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00082000,2026-08-20 13:38:36+00:00,82.0,0.1,0.0,2.13,0.0,0.0,4.0,5,0.929688203125,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00083000,2026-08-11 16:08:57+00:00,83.0,0.2,0.0,0.79,0.0,0.0,,2,0.7138700488281251,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00084000,2026-08-17 19:04:16+00:00,84.0,0.05,0.0,2.13,0.0,0.0,,2,1.0576218994140625,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904C00085000,2026-08-24 13:30:07+00:00,85.0,0.01,0.0,0.92,0.0,0.0,1.0,1,0.8544936425781251,False,REGULAR,USD,call,2026-08-30,2026-09-04
KRE260904P00050000,2026-07-29 16:15:15+00:00,50.0,0.05,0.0,2.13,0.0,0.0,,10,2.5390661523437497,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00055000,2026-07-29 17:34:55+00:00,55.0,0.07,0.0,2.13,0.0,0.0,20.0,23,2.0595751635742188,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00060000,2026-08-26 13:30:01+00:00,60.0,0.01,0.0,2.13,0.0,0.0,2.0,137,1.6084003955078123,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00064000,2026-08-12 15:24:50+00:00,64.0,0.12,0.0,1.15,0.0,0.0,4.0,11,1.0234423828125,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00065000,2026-08-28 15:29:13+00:00,65.0,0.03,0.0,0.14,0.01,50.0,1.0,259,0.5742230078125,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00066000,2026-08-25 16:09:06+00:00,66.0,0.03,0.0,2.13,0.0,0.0,10.0,10,1.083988955078125,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00068000,2026-08-24 14:22:47+00:00,68.0,0.05,0.0,0.26,0.0,0.0,1.0,7,0.5556685058593751,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00069500,2026-08-28 18:26:49+00:00,69.5,0.05,0.0,0.05,-0.05,-50.0,2.0,23,0.304694453125,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00070000,2026-08-26 18:00:08+00:00,70.0,0.11,0.02,0.08,0.0,0.0,2.0,38,0.30664755859375,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00071000,2026-08-28 16:05:17+00:00,71.0,0.11,0.0,0.23,-0.060000002,-35.294117,13.0,2782,0.33399103515625,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00071500,2026-08-28 19:50:51+00:00,71.5,0.05,0.0,0.33,-0.14,-73.68421,470.0,42,0.3398503515625,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00072000,2026-08-28 18:51:41+00:00,72.0,0.2,0.0,0.22,-0.08999999,-31.03448,9.0,641,0.257819921875,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00072500,2026-08-28 19:29:43+00:00,72.5,0.22,0.07,0.33,-0.110000014,-33.333336,18.0,4395,0.2602613037109375,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00073000,2026-08-28 19:50:51+00:00,73.0,0.26,0.08,0.42,-0.21000001,-44.68085,45.0,68,0.24658956542968752,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00073500,2026-08-28 19:50:44+00:00,73.5,0.45,0.18,0.7,-0.42000002,-48.275864,44.0,1274,0.278327529296875,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00074000,2026-08-28 18:55:07+00:00,74.0,0.6,0.2,1.09,-0.06999999,-10.44776,251.0,4270,0.32520206054687495,False,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00074500,2026-08-28 19:37:35+00:00,74.5,0.86,0.18,2.4,-0.050000012,-5.494507,170.0,67,0.6040078662109377,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00075000,2026-08-28 19:20:35+00:00,75.0,1.07,0.2,3.1,-0.2299999,-17.6923,36.0,1028,0.71679970703125,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00075500,2026-08-28 15:24:08+00:00,75.5,1.4,0.94,3.45,-0.07000005,-4.761908,7.0,23,0.7334011035156249,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00076000,2026-08-28 19:37:13+00:00,76.0,1.85,1.52,2.38,-0.44999993,-19.565214,15.0,2407,0.3549869189453124,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00076500,2026-08-28 15:02:20+00:00,76.5,2.36,0.85,4.5,-0.03000021,-1.2552389,2.0,17,0.8520522607421875,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00077000,2026-08-28 19:38:50+00:00,77.0,2.75,2.16,4.1,-0.1500001,-5.172417,11.0,543,0.6523472265625001,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00077500,2026-08-27 15:57:26+00:00,77.5,3.27,1.18,5.3,0.0,0.0,22.0,192,0.8940440283203124,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00078000,2026-08-27 14:17:55+00:00,78.0,4.39,1.9,5.8,0.0,0.0,500.0,498,0.93945373046875,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00078500,2026-08-21 18:11:58+00:00,78.5,3.82,2.28,6.25,0.0,0.0,4.0,14,0.9697268652343749,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00079000,2026-08-25 19:21:27+00:00,79.0,4.65,3.45,6.75,0.0,0.0,1000.0,900,1.0122119702148438,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00079500,2026-08-21 18:13:00+00:00,79.5,4.7,3.1,7.25,0.0,0.0,2.0,3,1.0542039477539062,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00080000,2026-08-21 18:14:22+00:00,80.0,5.25,4.75,7.75,0.0,0.0,4.0,0,0.6074258007812501,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00080500,2026-08-05 18:00:37+00:00,80.5,3.55,4.1,8.25,0.0,0.0,,0,1.1342816723632816,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00081000,2026-08-28 17:48:27+00:00,81.0,6.85,4.6,8.75,3.3,92.95775,2.0,1,1.1733439770507812,True,REGULAR,USD,put,2026-08-30,2026-09-04
KRE260904P00081500,2026-08-17 17:40:01+00:00,81.5,4.15,5.1,9.25,0.0,0.0,,0,1.2114297241210936,True,REGULAR,USD,put,2026-08-30,2026-09-04
